City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,zagora,30.3484,-5.8365,299.77,53,30,3.34,MA,1727135268
287,alamosa,37.4695,-105.87,293.14,30,0,2.06,US,1727135269
288,la manga del mar menor,37.6413,-0.7165,296.08,85,61,1.03,ES,1727135271
289,panacan,9.2463,118.4082,301.32,77,89,1.44,PH,1727135272
290,vorgashor,67.5833,63.95,273.49,93,99,7.87,RU,1727135273
291,aykhal,66.0,111.5,278.69,97,92,4.66,RU,1727135274
292,newnham,-41.3833,147.1333,283.68,62,100,3.09,AU,1727135275
293,taoudenni,22.6783,-3.9836,307.93,25,16,4.54,ML,1727135276
294,dakhla,23.6848,-15.958,293.86,87,9,9.49,EH,1727135277
295,saint-joseph,-21.3667,55.6167,292.36,75,0,0.24,RE,1727135027
296,harnosand,62.6323,17.9379,284.15,92,93,4.41,SE,1727135280
297,kargat,55.1956,80.2811,276.68,65,20,5.19,RU,1727135033
298,isangel,-19.55,169.2667,300.21,78,75,1.03,VU,1727135282
299,queenstown,-31.8976,26.8753,288.26,49,23,3.57,ZA,1727135117
300,corvallis,44.5646,-123.262,301.16,53,0,6.17,US,1727135214
301,forest grove,45.5198,-123.1107,300.32,60,20,2.68,US,1727135286
302,ewo,-0.8725,14.8206,295.31,95,95,2.07,CG,1727135287
303,christchurch,-43.5333,172.6333,290.05,58,24,9.39,NZ,1727135127
304,belyy yar,53.6039,91.3903,286.09,62,0,6.0,RU,1727135290
305,anda,46.4,125.3167,287.65,65,68,6.29,CN,1727135291
306,kingscliff,-28.2667,153.5667,298.12,64,64,7.2,AU,1727135292
307,naze,28.3667,129.4833,299.66,86,97,5.4,JP,1727135293
308,sogod,10.3847,124.9814,302.52,73,82,1.28,PH,1727135294
309,dalnerechensk,45.9339,133.7225,287.18,69,100,2.6,RU,1727135156
310,marka,1.7159,44.7717,297.89,86,20,6.68,SO,1727135297
311,al fuwayliq,26.4432,43.2534,299.17,24,0,4.26,SA,1727135298
312,petropavlovsk-kamchatsky,53.0452,158.6483,282.48,53,0,4.0,RU,1727135299
313,kapa'a,22.0752,-159.319,302.33,67,20,5.66,US,1727135303
314,hargeysa,9.56,44.065,295.35,61,25,7.62,SO,1727135304
315,kalkaman,51.9525,76.0211,279.55,64,8,4.19,KZ,1727135305
316,skikda,36.8762,6.9092,295.28,78,74,1.79,DZ,1727135306
317,guarapari,-20.6667,-40.4975,295.44,83,0,5.25,BR,1727135309
318,rio grande,-32.035,-52.0986,291.13,97,88,4.94,BR,1727135117
319,kumertau,52.7667,55.7833,276.86,66,0,1.68,RU,1727135311
320,aksuat,48.7167,83.7,283.15,46,1,2.15,KZ,1727135312
321,katsuren-haebaru,26.3369,127.8719,303.2,84,75,5.14,JP,1727135313
322,mount pearl,47.5166,-52.7813,284.9,87,100,5.14,CA,1727135314
323,kulhudhuffushi,6.6221,73.07,301.36,78,100,8.41,MV,1727135315
324,ksar chellala,35.2122,2.3189,292.23,59,48,1.5,DZ,1727135317
325,mokhsogollokh,61.4681,128.9203,276.4,72,64,0.95,RU,1727135318
326,wuyang,31.9925,116.2472,292.04,69,2,1.87,CN,1727135320
327,ha'il,27.5219,41.6907,300.16,21,0,3.09,SA,1727135321
328,casper,42.8666,-106.3131,297.48,20,0,7.2,US,1727135202
329,tobruk,32.0836,23.9764,296.98,59,54,2.92,LY,1727135323
330,calama,-22.4667,-68.9333,293.42,6,0,7.2,CL,1727135115
331,hadsten,56.3282,10.0493,288.82,96,100,2.61,DK,1727135326
332,nyurba,63.2842,118.3319,279.43,90,95,2.05,RU,1727135327
333,emerald,-23.5333,148.1667,296.12,50,68,6.95,AU,1727135328
334,el alto,-4.2714,-81.2147,290.32,91,50,8.23,PE,1727135329
335,enewetak,11.3474,162.3373,301.71,72,48,2.13,MH,1727135330
336,esmeraldas,-19.7625,-44.3139,298.49,39,64,6.53,BR,1727135331
337,burang,30.25,81.1667,280.77,88,100,1.51,CN,1727135333
338,kalmunai,7.4167,81.8167,299.4,70,93,1.55,LK,1727135334
339,magistral'nyy,56.1725,107.4458,279.74,92,8,2.07,RU,1727135336
340,galeras,9.161,-75.0481,300.06,80,100,4.11,CO,1727135337
341,mana,5.6592,-53.7767,299.6,85,28,3.99,GF,1727135338
342,callao,-12.0667,-77.15,294.1,82,40,6.17,PE,1727135224
343,al qusayr,34.5091,36.5798,292.01,77,0,0.52,SY,1727135340
344,merizo village,13.2658,144.6691,302.25,86,100,1.06,GU,1727135341
345,suva,-18.1416,178.4415,298.86,78,75,3.09,FJ,1727135342
346,bismil,37.8486,40.6658,293.7,51,5,0.38,TR,1727135343
347,bairnsdale,-37.8333,147.6167,291.86,50,100,0.83,AU,1727135345
348,jiaozuo,35.2397,113.2331,292.23,56,0,0.45,CN,1727135346
349,jayapura,-2.5333,140.7,301.81,72,86,1.85,ID,1727135347
350,kitakata,37.65,139.8667,291.6,67,0,2.74,JP,1727135348
351,maloye ganyushkino,46.6,49.2667,291.41,42,100,9.24,KZ,1727135349
352,haiku-pauwela,20.9219,-156.3051,301.6,74,13,13.41,US,1727135350
353,praia da vitoria,38.7333,-27.0667,297.29,83,20,2.88,PT,1727135351
354,spino d'adda,45.3989,9.4923,290.29,90,40,0.51,IT,1727135354
355,alaghsas,17.0187,8.0168,307.34,21,28,2.8,NE,1727135355
356,selibaby,15.159,-12.1829,303.0,63,55,2.73,MR,1727135356
357,laguna de duero,41.5815,-4.7233,288.12,57,0,3.6,ES,1727135357
358,puerto deseado,-47.7503,-65.8938,282.51,35,35,11.36,AR,1727135359
359,conceicao da barra,-18.5933,-39.7322,296.62,74,0,3.64,BR,1727135360
360,donggang,28.9365,114.2259,292.59,66,24,1.4,CN,1727135362
361,carthage,36.8611,10.3316,294.89,83,20,2.06,TN,1727135363
362,crane,31.3974,-102.3501,298.8,57,33,3.98,US,1727135364
363,pierre,44.3683,-100.351,296.66,40,75,2.06,US,1727135196
364,tura,25.5198,90.2201,298.48,94,74,2.19,IN,1727135366
365,lubang,13.8584,120.124,301.36,82,63,5.89,PH,1727135367
366,portland,45.5234,-122.6762,300.73,61,75,5.14,US,1727135356
367,bururi,-3.85,29.6333,288.72,50,85,1.46,BI,1727135369
368,ghat,24.9647,10.1728,305.93,18,14,4.37,LY,1727135371
369,colby,39.3958,-101.0524,297.18,39,0,4.12,US,1727135073
370,thames,-37.1333,175.5333,291.31,54,50,6.29,NZ,1727135373
371,hirara,24.8,125.2833,302.07,94,75,2.06,JP,1727135374
372,port moresby,-9.4431,147.1797,302.83,70,40,5.14,PG,1727135375
373,swakopmund,-22.6833,14.5333,285.92,83,89,3.29,NA,1727135376
374,giengen an der brenz,48.6222,10.2431,286.81,94,100,2.19,DE,1727135377
375,bejar,40.3864,-5.7634,283.71,45,25,1.52,ES,1727135378
376,enriquillo,17.9,-71.2333,300.01,82,100,1.74,DO,1727135379
377,matoury,4.8483,-52.3317,301.13,83,0,1.54,GF,1727135381
378,ponta delgada,37.7333,-25.6667,297.55,88,75,5.66,PT,1727135382
379,major isidoro,-9.5322,-36.985,294.38,85,38,4.95,BR,1727135383
380,sanctuary point,-35.1114,150.629,291.36,62,100,2.36,AU,1727135384
381,kushiro,42.975,144.3747,286.68,82,20,1.54,JP,1727135100
382,san antonio,29.4241,-98.4936,307.56,43,0,1.54,US,1727135153
383,lujan,-34.5703,-59.105,289.29,50,100,4.7,AR,1727135351
384,inongo,-1.95,18.2667,293.86,99,79,1.16,CD,1727135388
385,jalasjarvi,62.5,22.75,283.76,96,75,3.3,FI,1727135389
386,poronaysk,49.2167,143.1167,287.19,69,51,2.3,RU,1727135391
387,husum,54.4858,9.0524,287.57,95,100,2.69,DE,1727135392
388,sodankyla,67.4167,26.6,276.15,97,100,4.56,FI,1727135393
389,puerto aysen,-45.4,-72.7,276.74,98,99,2.6,CL,1727135394
390,mil'kovo,55.6078,37.7956,282.39,57,39,2.5,RU,1727135395
391,marquette,46.5333,-87.6335,285.8,76,75,1.34,US,1727135148
392,sola,-13.8833,167.55,298.71,81,83,3.42,VU,1727135398
393,mar del plata,-38.0023,-57.5575,286.16,65,0,3.09,AR,1727135227
394,caudete,38.7068,-0.9872,292.96,62,61,1.19,ES,1727135400
395,ulsteinvik,62.3432,5.8487,280.65,92,100,2.4,NO,1727135401
396,camocim,-2.9022,-40.8411,298.45,78,13,9.17,BR,1727135402
397,kudahuvadhoo,2.6708,72.8944,301.72,74,83,7.38,MV,1727135403
398,conakry,9.538,-13.6773,300.19,89,75,3.09,GN,1727135405
399,la'ie,21.6477,-157.9253,304.13,68,2,1.34,US,1727135406
400,hailey,43.5196,-114.3153,297.56,30,73,4.92,US,1727135407
401,sterling,39.0062,-77.4286,292.12,85,100,3.6,US,1727135408
402,illintsi,49.1048,29.2177,288.0,53,7,2.28,UA,1727135409
403,tofol,5.3248,163.0078,299.03,94,100,3.6,FM,1727135410
404,cantanhede,-3.6333,-44.3767,298.9,77,55,2.47,BR,1727135412
405,brooks,50.5834,-111.8851,295.95,35,48,2.57,CA,1727135413
406,luderitz,-26.6481,15.1594,285.76,84,100,2.3,NA,1727135414
407,cativa,9.3606,-79.8436,298.21,86,67,4.47,PA,1727135415
408,selfoss,63.9331,-20.9971,278.17,82,21,0.62,IS,1727135417
409,cabo san lucas,22.8909,-109.9124,305.32,55,40,4.63,MX,1727135371
410,bo phloi,14.3236,99.5161,298.13,85,97,0.87,TH,1727135420
411,lima,-12.0432,-77.0282,293.09,74,40,6.17,PE,1727135321
412,jijel,36.8205,5.7667,293.12,77,0,1.03,DZ,1727135423
413,panjab,34.388,67.0233,279.91,38,0,2.7,AF,1727135424
414,kununurra,-15.7667,128.7333,301.14,69,2,2.57,AU,1727135425
415,hashtrud,37.4779,47.0508,288.92,46,87,0.63,IR,1727135426
416,nema,57.5067,50.5011,274.65,61,1,2.6,RU,1727135427
417,amga,60.8953,131.9608,277.34,67,35,0.6,RU,1727135428
418,okhotsk,59.3833,143.3,281.14,61,16,5.72,RU,1727135430
419,zelenogorsk,56.1147,94.5861,281.56,80,92,4.09,RU,1727135431
420,brezina,33.0989,1.2608,297.53,43,71,1.8,DZ,1727135432
421,khandyga,62.6667,135.6,275.2,73,46,0.82,RU,1727135433
422,inhambane,-23.865,35.3833,292.9,59,57,3.39,MZ,1727135434
423,gorontalo,0.5412,123.0595,301.77,76,41,0.38,ID,1727135435
424,gros islet,14.0667,-60.95,302.08,79,20,1.03,LC,1727135436
425,rumbek,6.802,29.6912,294.81,98,100,1.81,SS,1727135437
426,tazacorte,28.629,-17.9293,294.69,79,0,5.14,ES,1727135439
427,howrah,22.5892,88.3103,301.15,94,75,2.06,IN,1727135440
428,sydney,-33.8679,151.2073,294.45,60,100,0.45,AU,1727135341
429,east ballina,-28.8667,153.5833,295.38,59,53,2.92,AU,1727135442
430,grantsville,40.5999,-112.4644,296.24,33,0,3.6,US,1727135443
431,pozega,45.3403,17.6853,288.5,63,39,0.74,HR,1727135444
432,bonthe,7.5264,-12.505,298.73,90,100,3.96,SL,1727135445
433,waingapu,-9.6567,120.2641,301.4,68,37,1.04,ID,1727135446
434,sabzevar,36.2126,57.6819,296.88,20,0,3.21,IR,1727135448
435,nevel',56.0209,29.9284,282.54,60,48,2.82,RU,1727135201
436,forster,-32.1667,152.5167,294.36,49,84,2.18,AU,1727135451
437,dwarka,22.2394,68.9678,300.38,80,86,5.85,IN,1727135452
438,dhidhdhoo,6.8833,73.1,301.39,78,100,8.68,MV,1727135453
439,chabahar,25.2919,60.643,300.25,80,5,1.91,IR,1727135454
440,penzance,50.1186,-5.5371,287.53,87,100,5.25,GB,1727135455
441,beyneu,45.3167,55.2,295.0,38,100,5.53,KZ,1727135457
442,dubai,25.2582,55.3047,305.11,74,9,2.57,AE,1727135239
443,comodoro rivadavia,-45.8667,-67.5,283.07,32,0,8.75,AR,1727135439
444,faranah,10.0404,-10.7434,294.78,97,93,2.62,GN,1727135461
445,arroyo,41.6096,-4.7969,288.23,60,0,3.6,ES,1727135462
446,gargalianoi,37.0667,21.6333,292.85,68,97,2.21,GR,1727135463
447,umraniye,41.0164,29.1248,290.43,66,0,0.83,TR,1727135464
448,moapa valley,36.5805,-114.4703,309.44,10,0,0.83,US,1727135467
449,sombrio,-29.1139,-49.6167,293.14,92,51,1.85,BR,1727135468
450,nhamunda,-2.1861,-56.7131,301.3,56,74,0.24,BR,1727135469
451,nishinoomote,30.7333,131.0,298.46,88,75,3.09,JP,1727135470
452,itamaraca,-7.7478,-34.8256,297.26,77,6,4.77,BR,1727135471
453,agat village,13.3886,144.6585,302.46,86,100,0.45,GU,1727135472
454,tibanbang,6.6315,126.1055,300.52,83,85,1.7,PH,1727135474
455,sasovo,54.3537,41.9199,278.9,56,13,2.43,RU,1727135475
456,placido de castro,-10.3353,-67.1856,303.57,35,73,1.44,BR,1727135476
457,mammoth lakes,37.6485,-118.9721,295.55,17,0,3.09,US,1727135477
458,sarangani,5.4033,125.4636,301.57,78,79,5.42,PH,1727135478
459,spring creek,40.7266,-115.5859,298.98,20,50,0.45,US,1727135479
460,manhattan,40.7834,-73.9662,291.42,70,100,3.09,US,1727135184
461,mogocha,53.7333,119.7667,281.71,70,24,1.08,RU,1727135481
462,wankaner,22.6167,70.9333,299.79,82,87,5.15,IN,1727135482
463,vreed-en-hoop,6.8093,-58.198,304.16,66,40,3.01,GY,1727135484
464,bodo,67.28,14.405,279.69,93,75,5.14,NO,1727135278
465,paimio,60.4567,22.6869,283.87,95,15,0.45,FI,1727135486
466,antalaha,-14.9003,50.2788,295.36,76,35,3.56,MG,1727135487
467,prado,-17.3411,-39.2208,296.94,78,0,4.21,BR,1727135488
468,harper,4.375,-7.7169,298.04,90,93,4.9,LR,1727135489
469,margate,51.3813,1.3862,285.2,91,1,4.7,GB,1727135491
470,sligo,54.2697,-8.4694,284.65,82,100,2.82,IE,1727135492
471,honiara,-9.4333,159.95,303.39,62,93,2.22,SB,1727135494
472,embalse,-32.18,-64.4181,285.11,54,15,1.3,AR,1727135495
473,porto novo,6.4965,2.6036,299.05,91,5,2.32,BJ,1727135496
474,arkhangel'sk,64.5401,40.5433,273.21,86,0,2.0,RU,1727135497
475,cabedelo,-6.9811,-34.8339,298.52,84,4,6.14,BR,1727135498
476,santo antonio,-6.3106,-35.4789,294.72,85,2,4.52,BR,1727135500
477,la gaude,43.7224,7.1508,289.54,86,20,3.09,FR,1727135502
478,pimenta bueno,-11.6725,-61.1936,305.18,20,2,1.56,BR,1727135503
479,dolores,-36.3132,-57.6792,283.77,56,53,3.86,AR,1727135504
480,ciudad bolivar,8.1222,-63.5497,302.66,60,77,4.72,VE,1727135507
481,broken hill,-31.95,141.4333,295.72,29,100,10.81,AU,1727135461
482,siguiri,11.6667,-9.5,296.53,93,100,1.45,GN,1727135509
483,tolanaro,-25.0319,46.9987,293.19,73,75,7.2,MG,1727135510
484,konarka,19.9,86.1167,300.13,87,100,3.87,IN,1727135511
485,puerto baquerizo moreno,-0.9,-89.6,293.02,89,85,5.66,EC,1727135513
486,ola,59.5833,151.2833,280.29,74,98,0.75,RU,1727135514
487,puerto asis,0.5133,-76.5007,301.31,61,95,0.5,CO,1727135516
488,hazard,37.2495,-83.1932,294.73,87,92,1.43,US,1727135517
489,al burayqah,30.4062,19.5739,299.47,71,96,4.92,LY,1727135518
490,gornopravdinsk,60.05,69.9,275.9,80,100,6.26,RU,1727135519
491,zhaotong,27.3167,103.7167,288.95,89,22,1.13,CN,1727135520
492,al jawf,29.5,38.75,296.01,42,0,3.84,SA,1727135521
493,ramhormoz,31.28,49.6035,304.97,20,0,1.54,IR,1727135522
494,lethbridge,49.7,-112.8186,294.42,43,75,9.26,CA,1727135523
495,namtsy,62.7161,129.6658,275.1,61,47,1.34,RU,1727135524
496,chunskiy,56.0815,99.6342,282.94,73,100,1.48,RU,1727135526
497,lesnoy,57.6198,63.0784,276.04,81,76,4.92,RU,1727135528
498,balykshi,47.0667,51.8667,289.15,67,75,7.0,KZ,1727135529
499,mabaruma,8.2,-59.7833,299.33,80,100,1.57,GY,1727135530
500,chui,-33.6971,-53.4616,288.17,98,100,6.32,UY,1727135531
501,dali,25.7,100.1833,290.69,77,66,0.74,CN,1727135532
502,sofifi,0.7349,127.576,301.17,77,82,0.81,ID,1727135534
503,howard springs,-12.497,131.047,302.52,73,6,2.64,AU,1727135535
504,usinsk,65.9939,57.5281,272.86,85,91,7.88,RU,1727135536
505,jiwani,25.05,61.7417,300.22,80,30,2.43,PK,1727135537
506,miahuatlan de porfirio diaz,16.3333,-96.6,290.13,98,100,2.04,MX,1727135538
507,kingston,17.997,-76.7936,301.68,79,75,8.23,JM,1727135397
508,belo sur tsiribihina,-19.7,44.55,296.36,82,31,2.21,MG,1727135540
509,kolonia town,6.964,158.206,305.15,66,40,2.06,FM,1727135541
510,sinabang,2.4803,96.3801,299.53,78,100,5.1,ID,1727135543
511,rabigh,22.7986,39.0349,301.74,64,3,5.1,SA,1727135545
512,lively,46.4334,-81.1498,285.94,78,100,2.4,CA,1727135546
513,sur,22.5667,59.5289,301.17,63,10,3.21,OM,1727135547
514,namsos,64.4662,11.4957,279.1,93,100,1.03,NO,1727135548
515,mata-utu,-13.2816,-176.1745,299.91,76,82,5.49,WF,1727135549
516,kramfors,62.9316,17.7765,285.04,94,100,3.09,SE,1727135550
517,tanda,26.55,82.65,300.17,71,57,1.25,IN,1727135552
518,kourou,5.1552,-52.6478,299.54,86,90,3.41,GF,1727135553
519,zarghun shahr,32.8473,68.4457,291.27,20,0,0.72,AF,1727135554
520,kizner,56.2749,51.508,274.91,64,2,1.68,RU,1727135555
521,odda,60.0691,6.5457,280.42,95,99,0.77,NO,1727135560
522,st. paul,44.9444,-93.0933,293.45,49,0,3.6,US,1727135549
523,rocky mountain house,52.3668,-114.9188,293.21,49,98,1.03,CA,1727135320
524,nova vicosa,-17.8919,-39.3719,296.21,76,0,4.1,BR,1727135564
525,la ronge,55.1001,-105.2842,290.27,55,40,4.12,CA,1727135565
526,arawa,-6.2132,155.5367,303.3,69,81,2.27,PG,1727135566
527,sona,45.4388,10.8255,288.66,100,75,3.6,IT,1727135567
528,mugia,43.1041,-9.2179,291.43,90,100,6.62,ES,1727135568
529,anse la raye,13.9333,-61.0333,301.95,87,20,1.03,LC,1727135569
530,tannum sands,-23.9504,151.3693,297.45,60,74,7.72,AU,1727135570
531,kenai,60.5544,-151.2583,283.79,74,100,5.66,US,1727135571
532,nahiyat al fuhud,30.9697,46.7228,304.71,27,0,5.79,IQ,1727135573
533,salalah,17.0151,54.0924,300.2,83,75,3.09,OM,1727135574
534,iskateley,67.6803,53.1512,272.79,80,98,3.56,RU,1727135575
535,nybro,56.7446,15.9071,284.6,79,47,0.9,SE,1727135576
536,sorsk,54.0033,90.2467,277.34,77,34,3.41,RU,1727135578
537,rodolfo sanchez taboada,31.7167,-116.5667,294.87,66,47,1.79,MX,1727135579
538,kani keli,-12.9536,45.1033,298.74,77,24,2.98,YT,1727135581
539,minas de matahambre,22.5887,-83.9447,298.34,90,44,3.14,CU,1727135582
540,den burg,53.0542,4.7972,288.14,94,100,3.09,NL,1727135583
541,mount isa,-20.7333,139.5,303.02,14,99,5.66,AU,1727135584
542,choix,26.7092,-108.3219,310.17,22,0,3.44,MX,1727135585
543,chos malal,-37.3781,-70.2709,282.98,50,0,4.09,AR,1727135586
544,vuktyl,63.8567,57.3094,274.43,86,61,5.43,RU,1727135587
545,tangalle,6.024,80.7911,299.4,86,63,5.23,LK,1727135588
546,fortaleza,-3.7227,-38.5247,300.97,84,0,4.12,BR,1727135392
547,south patrick shores,28.2022,-80.6095,302.03,73,75,5.14,US,1727135592
548,kargasok,59.0556,80.8572,277.59,89,100,6.28,RU,1727135593
549,mhango,-3.2833,32.85,295.97,33,100,4.88,TZ,1727135594
550,laojunmiao,39.8333,97.7333,285.99,61,41,1.93,CN,1727135595
551,kimje,35.8017,126.8889,292.09,70,100,2.12,KR,1727135596
552,quesnel,52.9999,-122.5029,293.43,73,100,4.63,CA,1727135597
553,tianpeng,30.9866,103.9393,296.48,73,50,0.72,CN,1727135600
554,dryden,49.7833,-92.7503,288.31,58,75,4.63,CA,1727135601
555,freetown,8.484,-13.2299,298.95,88,100,3.55,SL,1727135602
556,san jose del guaviare,2.5729,-72.6459,299.67,74,100,1.26,CO,1727135603
557,lugu,23.7464,120.7525,299.55,84,100,0.39,TW,1727135604
558,maryborough,-25.5333,152.7,297.94,36,47,2.4,AU,1727135605
559,churachandpur,24.3333,93.6667,296.04,86,100,2.24,IN,1727135606
560,san rafael,-34.6177,-68.3301,290.38,34,56,3.64,AR,1727135452
561,shiraz,29.6036,52.5388,289.84,42,0,0.0,IR,1727135609
562,puri,19.8,85.85,300.37,85,100,3.59,IN,1727135610
563,natal,-5.795,-35.2094,297.51,83,20,3.6,BR,1727135508
564,glace bay,46.1969,-59.957,286.92,82,40,6.69,CA,1727135489
565,coro,11.4045,-69.6734,301.3,84,53,5.83,VE,1727135319
566,tuy hoa,13.0833,109.3,298.13,92,100,2.66,VN,1727135616
567,labytnangi,66.6572,66.4183,274.49,77,87,4.97,RU,1727135617
568,marshall,34.3834,-86.3333,304.01,68,0,2.06,US,1727135618
569,tamanrasset,22.785,5.5228,299.1,31,20,1.54,DZ,1727135619
570,thief river falls,48.1191,-96.1812,292.11,42,100,6.69,US,1727135620
571,i-n-salah,27.1935,2.4607,305.47,34,19,2.72,DZ,1727135621
572,jindrichuv hradec,49.144,15.003,285.88,88,97,3.24,CZ,1727135622
573,jose pedro varela,-33.45,-54.5333,286.85,97,100,6.86,UY,1727135623
574,karaton,-6.3424,106.1045,298.07,87,63,0.13,ID,1727135589
575,port blair,11.6667,92.75,300.17,89,75,2.57,IN,1727135626
